Name,Family_size,Status,Location,Age,Budget,Type of Vehicle,Model,Category,Accessories Name
CUS6022,5,Low,Married,LD,<40,Gasoline,GLE350 4MATIC SUV,Entertainment,harman/kardon LOGIC7® surround sound system
CUS6023,5,Low,Married,LD,<40,Gasoline,GLE350 4MATIC SUV,Performance,ACTIVE CURVE SYSTEM Package
CUS6024,5,Low,Married,LD,<40,Gasoline,GLE350 4MATIC SUV,Styling,21-inch twin 5-spoke wheels
CUS6025,5,Low,Married,CD,<40,Gasoline,GLE350 SUV,Comfort,Interior Sport Package
CUS6026,5,Low,Married,CD,<40,Gasoline,GLE350 SUV,Entertainment,Tire valve stem caps
CUS6027,5,Low,Married,CD,<40,Gasoline,GLE350 SUV,Performance,AMG Exterior Carbon Fiber Package
CUS6028,5,Low,Married,CD,<40,Gasoline,GLE350 SUV,Styling,Lighting kit for running boards
CUS6029,5,Medium ,Single,LD,<40,Electric,GLE550e 4MATIC Plug-in Hybrid SUV,Comfort,AMG Door Pins
CUS6030,5,Medium ,Single,LD,<40,Electric,GLE550e 4MATIC Plug-in Hybrid SUV,Entertainment,Burmester High-End 3D Surround Sound system
CUS6031,5,Medium ,Single,LD,<40,Electric,GLE550e 4MATIC Plug-in Hybrid SUV,Performance,Parking Assist with Parking Pilot
CUS6032,5,Medium ,Single,LD,<40,Electric,GLE550e 4MATIC Plug-in Hybrid SUV,Styling,Tire valve stem caps
CUS6033,5,Medium ,Single,CD,<40,Gasoline,GLS450 SUV,Comfort,Heated steering wheel
CUS6034,5,Medium ,Single,CD,<40,Gasoline,GLS450 SUV,Entertainment,Driver Assistance Package
CUS6035,5,Medium ,Single,CD,<40,Gasoline,GLS450 SUV,Performance,Off-road Package
CUS6036,5,Medium ,Single,CD,<40,Gasoline,GLS450 SUV,Styling,Panorama roof
CUS6037,5,Medium ,Married,CD,<40,Gasoline,GLS550 SUV,Comfort,designo Manufaktur two-tone Nappa steering wheel
CUS6038,5,Medium ,Married,CD,<40,Gasoline,GLS550 SUV,Entertainment,DINAMICA Interior Package
CUS6039,5,Medium ,Married,CD,<40,Gasoline,GLS550 SUV,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS6040,5,Medium ,Married,CD,<40,Gasoline,GLS550 SUV,Styling,Wheel Hub Inserts
CUS6041,4,High,Single,LD,>40,Gasoline,Mercedes-Maybach S550 4MATIC Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS6042,4,High,Single,LD,>40,Gasoline,Mercedes-Maybach S550 4MATIC Sedan,Entertainment,"mbrace Entertain
3-month free trial"
CUS6043,4,High,Single,LD,>40,Gasoline,Mercedes-Maybach S550 4MATIC Sedan,Performance,"mbrace Secure
6-month free trial"
CUS6044,4,High,Single,LD,>40,Gasoline,Mercedes-Maybach S550 4MATIC Sedan,Styling,Wheel Hub Inserts
CUS6045,4,High,Married,CD,>40,Gasoline,Mercedes-Maybach S600 Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS6046,4,High,Married,CD,>40,Gasoline,Mercedes-Maybach S600 Sedan,Entertainment,"mbrace Entertain
3-month free trial"
CUS6047,4,High,Married,CD,>40,Gasoline,Mercedes-Maybach S600 Sedan,Performance,"mbrace Secure
6-month free trial"
CUS6048,4,High,Married,CD,>40,Gasoline,Mercedes-Maybach S600 Sedan,Styling,License plate frame
CUS6049,3,High,Married,LD,>40,Gasoline,S550 4MATIC Coupe,Comfort,Refrigerator box for rear cabin
CUS6050,3,High,Married,LD,>40,Gasoline,S550 4MATIC Coupe,Entertainment,Driver Assistance Package
CUS6051,3,High,Married,LD,>40,Gasoline,S550 4MATIC Coupe,Performance,Night View Assist PLUS
CUS6052,3,High,Married,LD,>40,Gasoline,S550 4MATIC Coupe,Styling,Wood/leather sport steering wheel
CUS6053,4,High,Single,LD,<40,Gasoline,S550 4MATIC Sedan,Comfort,Power outboard rear seats with memory
CUS6054,4,High,Single,LD,<40,Gasoline,S550 4MATIC Sedan,Entertainment,Rear Seat Entertainment system
CUS6055,4,High,Single,LD,<40,Gasoline,S550 4MATIC Sedan,Performance,Night View Assist PLUS
CUS6056,4,High,Single,LD,<40,Gasoline,S550 4MATIC Sedan,Styling,Rear spoiler
CUS6057,2,High,Single,LD,>40,Gasoline,S550 Cabriolet,Comfort,Cabin atomizer fragrances
CUS6058,2,High,Single,LD,>40,Gasoline,S550 Cabriolet,Entertainment,Driver Assistance Package
CUS6059,2,High,Single,LD,>40,Gasoline,S550 Cabriolet,Performance,Night View Assist PLUS
CUS6060,2,High,Single,LD,>40,Gasoline,S550 Cabriolet,Styling,Wheel Locks
CUS6061,4,High,Married,CD,<40,Gasoline,S550 Sedan,Comfort,Cabin atomizer fragrances
CUS6062,4,High,Married,CD,<40,Gasoline,S550 Sedan,Entertainment,Burmester High-End 3D Surround Sound system
CUS6063,4,High,Married,CD,<40,Gasoline,S550 Sedan,Performance,MAGIC BODY CONTROL
CUS6064,4,High,Married,CD,<40,Gasoline,S550 Sedan,Styling,AMG Heritage Hub Cap Inserts
CUS6065,4,High,Married,CD,<40,Electric,S550e Plug-in Hybrid,Comfort,Exclusive trim
CUS6066,4,High,Married,CD,<40,Electric,S550e Plug-in Hybrid,Entertainment,Surround View System
CUS6067,4,High,Married,CD,<40,Electric,S550e Plug-in Hybrid,Performance,Night View Assist PLUS
CUS6068,4,High,Married,CD,<40,Electric,S550e Plug-in Hybrid,Styling,Wheel Locks
CUS6069,4,High,Married,LD,>40,Gasoline,S600 Sedan,Comfort,Executive Rear Seat Package PLUS
CUS6070,4,High,Married,LD,>40,Gasoline,S600 Sedan,Entertainment,SPLITVIEW front-seat entertainment system
CUS6071,4,High,Married,LD,>40,Gasoline,S600 Sedan,Performance,"mbrace Secure
6-month free trial"
CUS6072,4,High,Married,LD,>40,Gasoline,S600 Sedan,Styling,Tire valve stem caps
CUS6073,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Comfort,Heated steering wheel
CUS6074,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Entertainment,Driver Assistance Package
CUS6075,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Performance,AIRMATIC semi-active air suspension
CUS6076,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Styling,18-inch 10-spoke alloy wheels
CUS6077,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Comfort,Heated steering wheel
CUS6078,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Entertainment,Driver Assistance Package
CUS6079,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Performance,AIRMATIC semi-active air suspension
CUS6080,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Styling,19-inch 10-spoke alloy wheels
CUS6081,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Comfort,AMG Performance front seats
CUS6082,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Entertainment,AMG Head-Up Display
CUS6083,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS6084,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Styling,Panorama roof
CUS6085,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Comfort,AMG Performance front seats
CUS6086,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Entertainment,AMG Head-Up Display
CUS6087,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS6088,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Styling,Panorama roof
CUS6089,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Comfort,Ventilated front seats
CUS6090,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Entertainment,AMG Night Package
CUS6091,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Performance,Parking Assist Package
CUS6092,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Styling,AMG Carbon Fiber Rear Spoiler
CUS6093,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Comfort,AMG Performance Nappa/DINAMICA steering wheel
CUS6094,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Entertainment,AMG Night Package
CUS6095,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Performance,AMG Exterior Carbon Fiber Package 1
CUS6096,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Styling,Red seat belts
CUS6097,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Comfort,AMG Door Pins
CUS6098,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Entertainment,AMG Night Package
CUS6099,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Performance,AMG Performance Exhaust System
CUS6100,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Styling,AMG Side Sill Panels
CUS6101,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Comfort,Cabin atomizer fragrances
CUS6102,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Entertainment,AMG Night Package
CUS6103,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Performance,AMG Carbon-Ceramic Front Braking System
CUS6104,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Styling,Wheel Hub Inserts
CUS6105,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS6106,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Entertainment,Garmin® MAP PILOT
CUS6107,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Performance,AMG Carbon-Ceramic Front Braking System
CUS6108,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Styling,Chrome Door Handle Inserts
CUS6109,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS6110,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Entertainment,AMG Head-Up Display
CUS6111,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Performance,AMG Exterior Carbon Fiber Package
CUS6112,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Styling,AMG Carbon Fiber Rear Spoiler
CUS6113,3,Low,Married,CD,>40,Gasoline,AMG CLA45 Coupe,Comfort,AMG RIDE CONTROL Sport Suspension
CUS6114,3,Low,Married,CD,>40,Gasoline,AMG CLA45 Coupe,Entertainment,harman/kardon LOGIC7® surround sound system
CUS6115,3,Low,Married,CD,>40,Gasoline,AMG CLA45 Coupe,Performance,AMG Performance Exhaust System
CUS6116,3,Low,Married,CD,>40,Gasoline,AMG CLA45 Coupe,Styling,Panorama roof
CUS6117,3,High,Married,LD,<40,Gasoline,AMG CLS63 S Coupe,Comfort,Illuminated Star
CUS6118,3,High,Married,LD,<40,Gasoline,AMG CLS63 S Coupe,Entertainment,Tire valve stem caps
CUS6119,3,High,Married,LD,<40,Gasoline,AMG CLS63 S Coupe,Performance,AMG Exterior Carbon Fiber Package
CUS6120,3,High,Married,LD,<40,Gasoline,AMG CLS63 S Coupe,Styling,AMG Night Styling Package
CUS6121,4,Medium ,Single,LD,>40,Gasoline,AMG E43 Sedan,Comfort,Acoustic Comfort Package
CUS6122,4,Medium ,Single,LD,>40,Gasoline,AMG E43 Sedan,Entertainment,Burmester High-End 3D Surround Sound system
CUS6123,4,Medium ,Single,LD,>40,Gasoline,AMG E43 Sedan,Performance,"mbrace Secure
6-month free trial"
CUS6124,4,Medium ,Single,LD,>40,Gasoline,AMG E43 Sedan,Styling,Media Interface consumer cable kit NTG5
CUS6125,5,High,Single,CD,>40,Gasoline,AMG G63 SUV,Comfort,designo Manufaktur two-tone Nappa leather upholstery
CUS6126,5,High,Single,CD,>40,Gasoline,AMG G63 SUV,Entertainment,Outer protective strips in carbon fiber
CUS6127,5,High,Single,CD,>40,Gasoline,AMG G63 SUV,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS6128,5,High,Single,CD,>40,Gasoline,AMG G63 SUV,Styling,Red seat belts
CUS6129,5,High,Married,CD,>40,Gasoline,AMG G65 SUV,Comfort,designo Manufaktur two-tone Nappa steering wheel
CUS6130,5,High,Married,CD,>40,Gasoline,AMG G65 SUV,Entertainment,DINAMICA Interior Package
CUS6131,5,High,Married,CD,>40,Gasoline,AMG G65 SUV,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS6132,5,High,Married,CD,>40,Gasoline,AMG G65 SUV,Styling,Wheel Hub Inserts
CUS6133,5,Low,Married,CD,>40,Gasoline,AMG GLA45 SUV,Comfort,AMG illuminated front door sills
CUS6134,5,Low,Married,CD,>40,Gasoline,AMG GLA45 SUV,Entertainment,Driver Assistance Package
CUS6135,5,Low,Married,CD,>40,Gasoline,AMG GLA45 SUV,Performance,AMG Performance Exhaust System
CUS6136,5,Low,Married,CD,>40,Gasoline,AMG GLA45 SUV,Styling,19-inch 5-spoke alloy wheels
CUS6137,5,Low,Married,LD,>40,Gasoline,AMG GLC43 SUV,Comfort,Trailer hitch (Class II)
CUS6138,5,Low,Married,LD,>40,Gasoline,AMG GLC43 SUV,Entertainment,AMG Night Package
CUS6139,5,Low,Married,LD,>40,Gasoline,AMG GLC43 SUV,Performance,Advanced Parking Assist Package
CUS6140,5,Low,Married,LD,>40,Gasoline,AMG GLC43 SUV,Styling,Carbon Fiber Look Mirror Housing
CUS6141,3,Medium ,Single,LD,<40,Gasoline,AMG GLE43 Coupe,Comfort,Topstitched dashboard trim
CUS6142,3,Medium ,Single,LD,<40,Gasoline,AMG GLE43 Coupe,Entertainment,ACTIVE CURVE SYSTEM
CUS6143,3,Medium ,Single,LD,<40,Gasoline,AMG GLE43 Coupe,Performance,MAGIC VISION CONTROL
CUS6144,3,Medium ,Single,LD,<40,Gasoline,AMG GLE43 Coupe,Styling,Trailer hitch (Class III)
CUS6145,5,Medium ,Single,LD,<40,Gasoline,AMG GLE43 SUV,Comfort,Heated steering wheel
CUS6146,5,Medium ,Single,LD,<40,Gasoline,AMG GLE43 SUV,Entertainment,Accessory Chrome Package
CUS6147,5,Medium ,Single,LD,<40,Gasoline,AMG GLE43 SUV,Performance,Trailer hitch (Class III)
CUS6148,5,Medium ,Single,LD,<40,Gasoline,AMG GLE43 SUV,Styling,21-inch twin 5-spoke wheels
CUS6149,3,High,Single,LD,>40,Gasoline,AMG GLE63 S Coupe,Comfort,AMG Door Pins
CUS6150,3,High,Single,LD,>40,Gasoline,AMG GLE63 S Coupe,Performance,AMG Dynamic Performance Exhaust
CUS6151,3,High,Single,LD,>40,Gasoline,AMG GLE63 S Coupe,Styling,Tire valve stem caps
CUS6152,3,High,Single,LD,>40,Gasoline,AMG GLE63 S Coupe,Entertainment,AMG Night Package
CUS6153,5,High,Married,CD,<40,Gasoline,AMG GLE63 S SUV,Comfort,Heated steering wheel
CUS6154,5,High,Married,CD,<40,Gasoline,AMG GLE63 S SUV,Performance,Night Package
CUS6155,5,High,Married,CD,<40,Gasoline,AMG GLE63 S SUV,Styling,Brushed aluminum running boards
CUS6156,5,High,Married,CD,<40,Gasoline,AMG GLE63 S SUV,Entertainment,AMG Night Package
CUS6157,5,High,Single,CD,<40,Gasoline,AMG GLE63 SUV,Comfort,Heated steering wheel
CUS6158,5,High,Single,CD,<40,Gasoline,AMG GLE63 SUV,Performance,Parking Assist Package
CUS6159,5,High,Single,CD,<40,Gasoline,AMG GLE63 SUV,Styling,AMG Heritage Hub Cap Inserts
CUS6160,5,High,Single,CD,<40,Gasoline,AMG GLE63 SUV,Entertainment,AMG Night Package
CUS6161,5,High,Single,LD,>40,Gasoline,AMG GLS63 SUV,Comfort,Heated steering wheel
CUS6162,5,High,Single,LD,>40,Gasoline,AMG GLS63 SUV,Performance,AMG Performance steering wheel
CUS6163,5,High,Single,LD,>40,Gasoline,AMG GLS63 SUV,Styling,19 inch 5-spoke wheel
CUS6164,5,High,Single,LD,>40,Gasoline,AMG GLS63 SUV,Entertainment,AMG Night Package
CUS6165,2,High,Married,CD,>40,Gasoline,AMG S63 Cabriolet,Comfort,Cabin atomizer fragrances
CUS6166,2,High,Married,CD,>40,Gasoline,AMG S63 Cabriolet,Entertainment,Driver Assistance Package
CUS6167,2,High,Married,CD,>40,Gasoline,AMG S63 Cabriolet,Performance,AMG Carbon Ceramic braking system
CUS6168,2,High,Married,CD,>40,Gasoline,AMG S63 Cabriolet,Styling,Headlamps with Swarovski crystal accents
CUS6169,3,High,Single,CD,>40,Gasoline,AMG S63 Coupe,Comfort,Refrigerator box for rear cabin
CUS6170,3,High,Single,CD,>40,Gasoline,AMG S63 Coupe,Entertainment,Driver Assistance Package
CUS6171,3,High,Single,CD,>40,Gasoline,AMG S63 Coupe,Performance,Night View Assist PLUS
CUS6172,3,High,Single,CD,>40,Gasoline,AMG S63 Coupe,Styling,Carbon fiber engine cover
CUS6173,4,High,Married,LD,<40,Gasoline,AMG S63 Sedan,Comfort,Electrically heated windshield
CUS6174,4,High,Married,LD,<40,Gasoline,AMG S63 Sedan,Entertainment,"mbrace Entertain
3-month free trial"
CUS6175,4,High,Married,LD,<40,Gasoline,AMG S63 Sedan,Performance,"mbrace Secure
6-month free trial"
CUS6176,4,High,Married,LD,<40,Gasoline,AMG S63 Sedan,Styling,MAGIC SKY CONTROL®
CUS6177,2,High,Married,LD,>40,Gasoline,AMG S65 Cabriolet,Comfort,Refrigerator box for rear cabin
CUS6178,2,High,Married,LD,>40,Gasoline,AMG S65 Cabriolet,Performance,AMG Ceramic Compound braking system
CUS6179,2,High,Married,LD,>40,Gasoline,AMG S65 Cabriolet,Styling,AMG Exterior Night Styling Package
CUS6180,2,High,Married,LD,>40,Gasoline,AMG S65 Cabriolet,Entertainment,AMG Night Package
CUS6181,3,High,Married,CD,>40,Gasoline,AMG S65 Coupe,Comfort,Comfort box
CUS6182,3,High,Married,CD,>40,Gasoline,AMG S65 Coupe,Entertainment,SPLITVIEW front-seat entertainment system
CUS6183,3,High,Married,CD,>40,Gasoline,AMG S65 Coupe,Performance,AMG Exterior Carbon Fiber Package
CUS6184,3,High,Married,CD,>40,Gasoline,AMG S65 Coupe,Styling,Chrome Door Handle Inserts
CUS6185,4,High,Single,CD,>40,Gasoline,AMG S65 Sedan,Comfort,Executive Rear Seat Package PLUS
CUS6186,4,High,Single,CD,>40,Gasoline,AMG S65 Sedan,Entertainment,"Media Interface cable, Lightning"
CUS6187,4,High,Single,CD,>40,Gasoline,AMG S65 Sedan,Performance,"mbrace Secure
6-month free trial"
CUS6188,4,High,Single,CD,>40,Gasoline,AMG S65 Sedan,Styling,AMG Heritage Hub Cap Inserts
CUS6189,2,High,Married,CD,<40,Gasoline,C300 4MATIC Cabriolet,Comfort,Heated and ventilated seats
CUS6190,2,High,Married,CD,<40,Gasoline,C300 4MATIC Cabriolet,Performance,AIRMATIC Package
CUS6191,2,High,Married,CD,<40,Gasoline,C300 4MATIC Cabriolet,Styling,AMG Additional Flics
CUS6192,2,High,Married,CD,<40,Gasoline,C300 4MATIC Cabriolet,Entertainment,AMG Night Package
CUS6193,3,Low,Single,LD,<40,Gasoline,C300 4MATIC Coupe,Comfort,Memory for front passenger seat
CUS6194,3,Low,Single,LD,<40,Gasoline,C300 4MATIC Coupe,Performance,Rearview camera
CUS6195,3,Low,Single,LD,<40,Gasoline,C300 4MATIC Coupe,Styling,Black Mirror Housing
CUS6196,3,Low,Single,LD,<40,Gasoline,C300 4MATIC Coupe,Entertainment,AMG Night Package
CUS6197,4,Low,Single,LD,<40,Gasoline,C300 4MATIC Sedan,Comfort,Trailer hitch (Class II)
CUS6198,4,Low,Single,LD,<40,Gasoline,C300 4MATIC Sedan,Entertainment,AMG Night Package
CUS6199,4,Low,Single,LD,<40,Gasoline,C300 4MATIC Sedan,Performance,Advanced Parking Assist Package
CUS6200,4,Low,Single,LD,<40,Gasoline,C300 4MATIC Sedan,Styling,Carbon Fiber Look Mirror Housing
CUS6201,2,Low,Single,CD,<40,Gasoline,C300 Cabriolet,Performance,AIRMATIC Package
CUS6202,2,Low,Single,CD,<40,Gasoline,C300 Cabriolet,Styling,19-inch 6-spoke Alloy Wheels
CUS6203,2,Low,Single,CD,<40,Gasoline,C300 Cabriolet,Comfort,Trailer hitch (Class II)
CUS6204,2,Low,Single,CD,<40,Gasoline,C300 Cabriolet,Entertainment,AMG Night Package
CUS6205,3,Low,Single,CD,<40,Gasoline,C300 Coupe,Comfort,Heated and ventilated front seats
CUS6206,3,Low,Single,CD,<40,Gasoline,C300 Coupe,Entertainment,"Media Interface consumer cable, micro USB, NTG5"
CUS6207,3,Low,Single,CD,<40,Gasoline,C300 Coupe,Performance,"mbrace Secure
6-month free trial"
CUS6208,3,Low,Single,CD,<40,Gasoline,C300 Coupe,Styling,"Media Interface consumer cable, micro USB, NTG5"
CUS6209,4,Low,Married,CD,<40,Gasoline,C300 Sedan,Comfort,Trailer hitch (Class II)
CUS6210,4,Low,Married,CD,<40,Gasoline,C300 Sedan,Entertainment,AMG Night Package
CUS6211,4,Low,Married,CD,<40,Gasoline,C300 Sedan,Performance,Advanced Parking Assist Package
CUS6212,4,Low,Married,CD,<40,Gasoline,C300 Sedan,Styling,Carbon Fiber Look Mirror Housing
CUS6213,4,Low,Single,CD,<40,Electric,C350e Plug-in Hybrid Sedan,Comfort,Topstitched MB-Tex upper dash trim
CUS6214,4,Low,Single,CD,<40,Electric,C350e Plug-in Hybrid Sedan,Entertainment,Multicolor LED ambient lighting
CUS6215,4,Low,Single,CD,<40,Electric,C350e Plug-in Hybrid Sedan,Performance,"mbrace Secure
6-month free trial"
CUS6216,4,Low,Single,CD,<40,Electric,C350e Plug-in Hybrid Sedan,Styling,Rear spoiler
CUS6217,3,Low,Married,LD,<40,Gasoline,CLA250 4MATIC Coupe,Comfort,"mbrace Concierge
3-month free trial"
CUS6218,3,Low,Married,LD,<40,Gasoline,CLA250 4MATIC Coupe,Entertainment,harman/kardon LOGIC7® surround sound system
CUS6219,3,Low,Married,LD,<40,Gasoline,CLA250 4MATIC Coupe,Performance,Adjustable suspension
CUS6220,3,Low,Married,LD,<40,Gasoline,CLA250 4MATIC Coupe,Styling,Rear spoiler
CUS6221,3,Low,Married,CD,<40,Gasoline,CLA250 Coupe,Comfort,Convenience Package
CUS6222,3,Low,Married,CD,<40,Gasoline,CLA250 Coupe,Entertainment,KEYLESS-GO
CUS6223,3,Low,Married,CD,<40,Gasoline,CLA250 Coupe,Performance,Blind Spot Assist
CUS6224,3,Low,Married,CD,<40,Gasoline,CLA250 Coupe,Styling,LED headlamps and taillamps
CUS6225,3,Medium ,Married,LD,>40,Gasoline,CLS550 4MATIC Coupe,Comfort,Illuminated Door Sills
CUS6226,3,Medium ,Married,LD,>40,Gasoline,CLS550 4MATIC Coupe,Entertainment,Driver Assistance Package
CUS6227,3,Medium ,Married,LD,>40,Gasoline,CLS550 4MATIC Coupe,Performance,Lane Tracking Package
CUS6228,3,Medium ,Married,LD,>40,Gasoline,CLS550 4MATIC Coupe,Styling,Wood/leather steering wheel
CUS6229,3,Medium ,Married,LD,<40,Gasoline,CLS550 Coupe,Comfort,Heated steering wheel
CUS6230,3,Medium ,Married,LD,<40,Gasoline,CLS550 Coupe,Entertainment,Driver Assistance Package
CUS6231,3,Medium ,Married,LD,<40,Gasoline,CLS550 Coupe,Performance,Lane Tracking Package
CUS6232,3,Medium ,Married,LD,<40,Gasoline,CLS550 Coupe,Styling,License plate frame
CUS6233,4,Low,Single,LD,>40,Gasoline,E300 4MATIC Sedan,Comfort,Trailer hitch (Class II)
CUS6234,4,Low,Single,LD,>40,Gasoline,E300 4MATIC Sedan,Entertainment,AMG Night Package
CUS6235,4,Low,Single,LD,>40,Gasoline,E300 4MATIC Sedan,Performance,Advanced Parking Assist Package
CUS6236,4,Low,Single,LD,>40,Gasoline,E300 4MATIC Sedan,Styling,Carbon Fiber Look Mirror Housing
CUS6237,4,Low,Married,CD,>40,Gasoline,E300 Sedan,Comfort,Warmth & Comfort Package
CUS6238,4,Low,Married,CD,>40,Gasoline,E300 Sedan,Entertainment,Household-type 115V power outlet
CUS6239,4,Low,Married,CD,>40,Gasoline,E300 Sedan,Performance,AIR BODY CONTROL
CUS6240,4,Low,Married,CD,>40,Gasoline,E300 Sedan,Styling,Panorama roof
CUS6241,3,Low,Single,LD,>40,Gasoline,E400 4MATIC Coupe,Comfort,Illuminated Door Sills
CUS6242,3,Low,Single,LD,>40,Gasoline,E400 4MATIC Coupe,Entertainment,AMG Night Package
CUS6243,3,Low,Single,LD,>40,Gasoline,E400 4MATIC Coupe,Performance,Advanced Parking Assist Package
CUS6244,3,Low,Single,LD,>40,Gasoline,E400 4MATIC Coupe,Styling,AMG 19-inch 7-spoke wheels
CUS6245,2,Medium ,Married,CD,<40,Gasoline,E400 Cabriolet,Comfort,Heated steering wheel
CUS6246,2,Medium ,Married,CD,<40,Gasoline,E400 Cabriolet,Entertainment,Driver Assistance Package
CUS6247,2,Medium ,Married,CD,<40,Gasoline,E400 Cabriolet,Performance,AIRMATIC semi-active air suspension
CUS6248,2,Medium ,Married,CD,<40,Gasoline,E400 Cabriolet,Styling,Wheel Locks
CUS6249,3,Low,Single,CD,>40,Gasoline,E400 Coupe,Comfort,Illuminated Door Sills
CUS6250,3,Low,Single,CD,>40,Gasoline,E400 Coupe,Entertainment,Driver Assistance Package
CUS6251,3,Low,Single,CD,>40,Gasoline,E400 Coupe,Performance,AIRMATIC semi-active air suspension
CUS6252,3,Low,Single,CD,>40,Gasoline,E400 Coupe,Styling,18-inch two-tone 5-spoke wheels
CUS6253,2,Medium ,Single,LD,>40,Gasoline,E550 Cabriolet,Comfort,Wind Stop
CUS6254,2,Medium ,Single,LD,>40,Gasoline,E550 Cabriolet,Entertainment,Sport Package
CUS6255,2,Medium ,Single,LD,>40,Gasoline,E550 Cabriolet,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS6256,2,Medium ,Single,LD,>40,Gasoline,E550 Cabriolet,Styling,Exterior Mirror Housings
CUS6257,3,Medium ,Single,CD,>40,Gasoline,E550 Coupe,Comfort,AMG Performance front seats
CUS6258,3,Medium ,Single,CD,>40,Gasoline,E550 Coupe,Entertainment,AMG Head-Up Display
CUS6259,3,Medium ,Single,CD,>40,Gasoline,E550 Coupe,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS6260,3,Medium ,Single,CD,>40,Gasoline,E550 Coupe,Styling,Panorama roof
CUS6261,5,High,Married,LD,>40,Gasoline,G550 SUV,Comfort,designo Manufaktur Deep Sea Blue stitching
CUS6262,5,High,Married,LD,>40,Gasoline,G550 SUV,Entertainment,AMG Night Package
CUS6263,5,High,Married,LD,>40,Gasoline,G550 SUV,Performance,Adjustable suspension
CUS6264,5,High,Married,LD,>40,Gasoline,G550 SUV,Styling,Outer protective strips in black
CUS6265,5,Low,Single,LD,<40,Gasoline,GLA250 4MATIC SUV,Comfort,Interior Package
CUS6266,5,Low,Single,LD,<40,Gasoline,GLA250 4MATIC SUV,Entertainment,Driver Assistance Package
CUS6267,5,Low,Single,LD,<40,Gasoline,GLA250 4MATIC SUV,Performance,Rearview camera
CUS6268,5,Low,Single,LD,<40,Gasoline,GLA250 4MATIC SUV,Styling,LED Logo Projector
CUS6269,5,Low,Single,CD,<40,Gasoline,GLA250 SUV,Comfort,AMG Round Door-Pin
CUS6270,5,Low,Single,CD,<40,Gasoline,GLA250 SUV,Entertainment,Driver Assistance Package
